agency,domain,funding_scheme,ending_year,no_projects,if,ais,avg_if_perc,funding_eur,weig_if,weig_ais,weig_avg_if_perc
NSC,PE5,MAESTRO,2021,1,3.267,0.599,0.56546,830837,3.93,0.72,0.68
NSC,PE5,MAESTRO,2022,2,179.106,41.441,31.84091,1716602,104.34,24.14,18.55
NSC,PE5,MAESTRO,2023,3,375.233,113.313,37.12217,2437279,153.96,46.49,15.23
NSC,PE5,MAESTRO,2024,1,38.892,8.474,3.49928,828698,46.93,10.23,4.22
NSC,PE5,MAESTRO,2026,1,0,0,0,871632,0,0,0
NSC,PE5,OPUS,2012,1,0,0,0,99302,0,0,0
NSC,PE5,OPUS,2013,3,80.468,21.454,16.07321,232023,346.81,92.46,69.27
NSC,PE5,OPUS,2014,44,1073.673,248.032,216.5496,4294969,249.98,57.75,50.42
NSC,PE5,OPUS,2015,66,1699.018,425.279,295.1176,7866411,215.98,54.06,37.52
NSC,PE5,OPUS,2016,77,1594.588,349.928,311.81322,10134661,157.34,34.53,30.77
NSC,PE5,OPUS,2017,49,1316.018,282.828,237.64118,7575289,173.73,37.34,31.37
NSC,PE5,OPUS,2018,33,1160.72,266.51,187.77635,6723753,172.63,39.64,27.93
NSC,PE5,OPUS,2019,39,1433.108,289.999,244.73846,7554803,189.69,38.39,32.4
NSC,PE5,OPUS,2020,54,1918.459,400.765,289.71473,11495930,166.88,34.86,25.2
NSC,PE5,OPUS,2021,62,2014.52,393.377,298.68524,15249658,132.1,25.8,19.59
NSC,PE5,OPUS,2022,63,1294.41,261.964,192.55308,19407395,66.7,13.5,9.92
NSC,PE5,OPUS,2023,47,588.162,112.728,91.04297,15620948,37.65,7.22,5.83
NSC,PE5,OPUS,2024,27,262.622,53.726,30.18253,9822213,26.74,5.47,3.07
NSC,PE5,OPUS,2025,20,75.765,16.614,10.78017,8060240,9.4,2.06,1.34
NSC,PE5,OPUS LAP,2024,2,0,0,0,554616,0,0,0
NSC,PE5,POLONEZ,2018,4,125.264,24.575,19.67191,745972,167.92,32.94,26.37
NSC,PE5,POLONEZ,2019,4,86.432,16.932,15.29632,754401,114.57,22.44,20.28
NSC,PE5,POLONEZ,2020,1,32.148,4.78,5.53812,220108,146.06,21.72,25.16
NSC,PE5,POLS,2023,1,0,0,0,128198,0,0,0
NSC,PE5,PRELUDIUM,2012,5,42.497,8.721,6.72797,83884,506.62,103.97,80.21
NSC,PE5,PRELUDIUM,2013,33,249.705,58.702,49.49475,698256,357.61,84.07,70.88
NSC,PE5,PRELUDIUM,2014,53,439.591,93.897,80.67985,1624692,270.57,57.79,49.66
NSC,PE5,PRELUDIUM,2015,52,475.229,102.838,96.28654,1493871,318.12,68.84,64.45
NSC,PE5,PRELUDIUM,2016,54,382.111,84.053,74.92631,1464854,260.85,57.38,51.15
NSC,PE5,PRELUDIUM,2017,61,597.724,132.096,96.6242,1491803,400.67,88.55,64.77
NSC,PE5,PRELUDIUM,2018,49,792.743,176.473,100.26246,1137451,696.95,155.15,88.15
NSC,PE5,PRELUDIUM,2019,46,560.489,105.226,93.17276,1154110,485.65,91.18,80.73
NSC,PE5,PRELUDIUM,2020,33,495.543,95.689,82.18822,954029,519.42,100.3,86.15
NSC,PE5,PRELUDIUM,2021,45,515.607,100.075,70.12955,1512527,340.89,66.16,46.37
NSC,PE5,PRELUDIUM,2022,53,244.862,45.468,35.97541,1959866,124.94,23.2,18.36
NSC,PE5,PRELUDIUM,2023,28,60.217,10.111,8.96186,1139618,52.84,8.87,7.86
NSC,PE5,PRELUDIUM,2024,9,0,0,0,429061,0,0,0
NSC,PE5,PRELUDIUM BIS,2023,2,7.656,1.887,0.93075,203442,37.63,9.28,4.58
NSC,PE5,PRELUDIUM BIS,2024,10,3.057,0.543,0.58121,1157023,2.64,0.47,0.5
NSC,PE5,PRELUDIUM BIS,2025,10,0,0,0,1199907,0,0,0
NSC,PE5,SHENG,2022,3,40.853,7.227,4.93887,973977,41.94,7.42,5.07
NSC,PE5,SONATA,2012,1,0,0,0,58140,0,0,0
NSC,PE5,SONATA,2014,9,121.039,28.781,26.74596,855906,141.42,33.63,31.25
NSC,PE5,SONATA,2015,17,417.04,93.624,82.0915,1679770,248.27,55.74,48.87
NSC,PE5,SONATA,2016,34,686.92,146.612,134.83872,3989029,172.2,36.75,33.8
NSC,PE5,SONATA,2017,24,482.542,101.004,89.67931,2866662,168.33,35.23,31.28
NSC,PE5,SONATA,2018,18,793.023,166.168,117.8028,2526812,313.84,65.76,46.62
NSC,PE5,SONATA,2019,29,836.369,173.667,133.12644,3494841,239.32,49.69,38.09
NSC,PE5,SONATA,2020,19,487.889,82.152,70.09008,2020867,241.43,40.65,34.68
NSC,PE5,SONATA,2021,23,529.232,91.981,88.74817,3142956,168.39,29.27,28.24
NSC,PE5,SONATA,2022,30,430.276,98.307,55.79237,5801833,74.16,16.94,9.62
NSC,PE5,SONATA,2023,18,107.321,23.308,13.24848,3640154,29.48,6.4,3.64
NSC,PE5,SONATA,2024,7,0,0,0,1519789,0,0,0
NSC,PE5,SONATA BIS,2016,1,22.398,4.83,4.52104,229488,97.6,21.05,19.7
NSC,PE5,SONATA BIS,2017,3,124.148,24.941,19.01831,862219,143.99,28.93,22.06
NSC,PE5,SONATA BIS,2018,6,442.313,121.909,48.57562,1773167,249.45,68.75,27.39
NSC,PE5,SONATA BIS,2019,8,392.2,81.919,63.17105,2495595,157.16,32.83,25.31
NSC,PE5,SONATA BIS,2020,2,237.049,50.139,19.54162,714048,331.98,70.22,27.37
NSC,PE5,SONATA BIS,2021,5,113.48,25.006,19.27413,1852043,61.27,13.5,10.41
NSC,PE5,SONATA BIS,2022,19,905.253,176.888,130.47342,7170161,126.25,24.67,18.2
NSC,PE5,SONATA BIS,2023,11,177.348,35.806,24.00121,5158167,34.38,6.94,4.65
NSC,PE5,SONATA BIS,2024,7,89.415,16.857,13.50887,3379478,26.46,4.99,4
NSC,PE5,SONATA BIS,2025,5,123.546,23.702,15.65696,2596335,47.58,9.13,6.03
NSC,PE5,SONATA BIS,2026,1,0,0,0,612270,0,0,0
NSC,PE5,SONATINA,2020,1,35.273,5.936,6.36475,115780,304.66,51.27,54.97
NSC,PE5,SONATINA,2021,4,68.509,10.464,10.36236,678906,100.91,15.41,15.26
NSC,PE5,SONATINA,2022,6,103.565,17.689,14.07556,1084713,95.48,16.31,12.98
NSC,PE5,SONATINA,2023,3,0,0,0,485547,0,0,0
NSC,PE5,SYMFONIA,2019,1,185.191,57.396,20.82925,724837,255.49,79.18,28.74
NSC,PE5,SYMFONIA,2020,1,283.343,111.117,18.80004,1464809,193.43,75.86,12.83
NSC,PE5,SYMFONIA,2021,1,99.855,21.231,15.09873,1618735,61.69,13.12,9.33
NSC,PE5,SYMFONIA,2022,2,72.435,17.005,10.40582,1753298,41.31,9.7,5.93
NSC,PE5,UNISONO,2019,1,3.06,0.619,0.57643,243879,12.55,2.54,2.36
NSC,PE5,UNISONO,2020,1,16.276,3.526,2.93274,249425,65.25,14.14,11.76
NSC,PE5,UNISONO,2021,1,4.174,0.674,0.9,105525,39.55,6.39,8.53
NSC,PE5,UNISONO,2022,2,0,0,0,330159,0,0,0
NSC,PE5,UWERTURA,2018,2,20.791,4.201,1.59377,34279,606.52,122.55,46.49
NSC,PE5,UWERTURA,2020,2,0,0,0,46977,0,0,0
NSC,PE5,UWERTURA,2022,1,0,0,0,15560,0,0,0
NSC,PE6,ETIUDA,2015,2,3.234,2.08,1.20365,33885,95.44,61.38,35.52
NSC,PE6,ETIUDA,2016,1,8.689,3.167,2.50264,17741,489.76,178.51,141.06
NSC,PE6,ETIUDA,2017,2,8.418,2.356,2.28059,29460,285.75,79.97,77.41
NSC,PE6,ETIUDA,2018,2,0,0,0,34719,0,0,0
NSC,PE6,ETIUDA,2019,5,24.562,10.15,4.82971,122618,200.31,82.78,39.39
NSC,PE6,ETIUDA,2020,5,22.387,4.266,4.57514,137648,162.64,30.99,33.24
NSC,PE6,FUGA,2015,1,23.595,8.631,7.83886,92093,256.21,93.72,85.12
NSC,PE6,GRIEG,2023,1,0,0,0,989105,0,0,0
NSC,PE6,HARMONIA,2012,1,0,0,0,92209,0,0,0
NSC,PE6,HARMONIA,2016,4,123.058,43.163,18.19322,446423,275.65,96.69,40.75
NSC,PE6,HARMONIA,2017,2,15.312,6.595,4.05244,304737,50.25,21.64,13.3
NSC,PE6,HARMONIA,2018,2,23.726,8.446,6.65796,289829,81.86,29.14,22.97
NSC,PE6,MAESTRO,2016,2,107.681,39.974,19.63298,1343447,80.15,29.75,14.61
NSC,PE6,MAESTRO,2017,1,50.709,30.773,22.45627,290698,174.44,105.86,77.25
NSC,PE6,MAESTRO,2021,1,16.059,5.527,3.26785,764093,21.02,7.23,4.28
NSC,PE6,MAESTRO,2022,1,2.62,1.907,0.85956,597873,4.38,3.19,1.44
NSC,PE6,OPUS,2013,2,16.136,5.963,6.09433,83442,193.38,71.46,73.04
NSC,PE6,OPUS,2014,17,187.699,61.056,58.90794,1412258,132.91,43.23,41.71
NSC,PE6,OPUS,2015,18,154.425,65.608,44.40514,1998451,77.27,32.83,22.22
NSC,PE6,OPUS,2016,21,294.045,95.277,70.30242,2617153,112.35,36.4,26.86
NSC,PE6,OPUS,2017,28,520.425,176.496,128.72835,3328499,156.35,53.03,38.67
NSC,PE6,OPUS,2018,15,216.988,80.903,50.26519,1827164,118.76,44.28,27.51
NSC,PE6,OPUS,2019,22,518.725,219.778,96.47618,2465621,210.38,89.14,39.13
NSC,PE6,OPUS,2020,16,556.527,175.932,104.41095,2186297,254.55,80.47,47.76
NSC,PE6,OPUS,2021,24,394.152,114.812,72.13966,3062556,128.7,37.49,23.56
NSC,PE6,OPUS,2022,29,392.097,127.812,64.29727,4377710,89.57,29.2,14.69
NSC,PE6,OPUS,2023,17,36.26,17.701,7.46699,2810778,12.9,6.3,2.66
NSC,PE6,OPUS,2024,10,7.811,1.787,1.42456,1999729,3.91,0.89,0.71
NSC,PE6,OPUS,2025,4,4.787,0.697,0.89373,1157023,4.14,0.6,0.77
NSC,PE6,POLONEZ,2018,1,6.014,5.821,2.49845,144078,41.74,40.4,17.34
NSC,PE6,POLONEZ,2019,1,0,0,0,156340,0,0,0
NSC,PE6,PRELUDIUM,2012,1,1.217,0.723,0.53704,9767,124.6,74.02,54.98
NSC,PE6,PRELUDIUM,2013,8,12.801,7.489,6.38294,128333,99.75,58.36,49.74
NSC,PE6,PRELUDIUM,2014,18,46.791,19.219,13.60661,454150,103.03,42.32,29.96
NSC,PE6,PRELUDIUM,2015,18,47.329,13.935,12.77396,396267,119.44,35.17,32.24
NSC,PE6,PRELUDIUM,2016,20,127.842,48.097,32.07512,477643,267.65,100.7,67.15
NSC,PE6,PRELUDIUM,2017,23,83.931,31.766,26.78173,551459,152.2,57.6,48.57
NSC,PE6,PRELUDIUM,2018,14,70.413,26.587,14.71271,292640,240.61,90.85,50.28
NSC,PE6,PRELUDIUM,2019,17,91.477,39.711,15.86158,333429,274.35,119.1,47.57
NSC,PE6,PRELUDIUM,2020,7,37.696,16.313,5.54769,128619,293.08,126.83,43.13
NSC,PE6,PRELUDIUM,2021,8,42.035,9.909,6.77923,223712,187.9,44.29,30.3
NSC,PE6,PRELUDIUM,2022,18,59.73,12.173,10.24877,579451,103.08,21.01,17.69
NSC,PE6,PRELUDIUM,2023,4,0,0,0,103147,0,0,0
NSC,PE6,PRELUDIUM,2024,2,0,0,0,56930,0,0,0
NSC,PE6,PRELUDIUM BIS,2024,6,25.157,8.639,4.95441,629916,39.94,13.71,7.87
NSC,PE6,PRELUDIUM BIS,2025,3,0,0,0,322781,0,0,0
NSC,PE6,SONATA,2013,1,0,0,0,41055,0,0,0
NSC,PE6,SONATA,2014,6,16.572,4.816,5.25905,531871,31.16,9.05,9.89
NSC,PE6,SONATA,2015,8,39.913,16.978,12.45549,711600,56.09,23.86,17.5
NSC,PE6,SONATA,2016,16,66.408,29.936,21.04214,1224102,54.25,24.46,17.19
NSC,PE6,SONATA,2017,16,168.672,70.172,46.75703,1549270,108.87,45.29,30.18
NSC,PE6,SONATA,2018,5,54.789,16.116,16.51059,498234,109.97,32.35,33.14
NSC,PE6,SONATA,2019,9,50.565,23.097,13.53451,574384,88.03,40.21,23.56
NSC,PE6,SONATA,2020,12,170.397,47.211,32.06037,609264,279.68,77.49,52.62
NSC,PE6,SONATA,2021,8,50.415,17.115,9.80841,590242,85.41,29,16.62
NSC,PE6,SONATA,2022,13,114.665,38.87,25.07626,908832,126.17,42.77,27.59
NSC,PE6,SONATA,2023,3,0,0,0,372698,0,0,0
NSC,PE6,SONATA,2024,2,0,0,0,189191,0,0,0
NSC,PE6,SONATA BIS,2018,1,2.167,1.434,1.05139,146512,14.79,9.79,7.18
NSC,PE6,SONATA BIS,2020,1,10.227,11.816,5.53499,125023,81.8,94.51,44.27
NSC,PE6,SONATA BIS,2021,1,7.306,6.942,2.0432,347581,21.02,19.97,5.88
NSC,PE6,SONATA BIS,2022,3,61.407,25.191,15.46556,1015895,60.45,24.8,15.22
NSC,PE6,SONATA BIS,2023,3,7.501,3.429,1.90221,852779,8.8,4.02,2.23
NSC,PE6,SONATA BIS,2024,1,0,0,0,457465,0,0,0
NSC,PE6,SONATA BIS,2025,2,0,0,0,998810,0,0,0
NSC,PE6,SONATA BIS,2026,1,0,0,0,331814,0,0,0
NSC,PE6,SONATINA,2022,1,1.338,0.77,0.70403,130552,10.25,5.9,5.39
NSC,PE6,UNISONO,2021,3,17.37,2.991,2.97124,446487,38.9,6.7,6.65
NSC,PE7,DAINA,2021,2,25.654,4.783,5.39288,521481,49.19,9.17,10.34
NSC,PE7,ETIUDA,2014,3,14.939,4.616,4.60884,50928,293.34,90.64,90.5
NSC,PE7,ETIUDA,2015,3,19.732,7.054,6.06739,54921,359.28,128.44,110.48
NSC,PE7,ETIUDA,2016,3,35.233,8.086,4.3804,54579,645.54,148.15,80.26
NSC,PE7,ETIUDA,2017,8,92.629,21.936,16.59536,149727,618.65,146.51,110.84
NSC,PE7,ETIUDA,2018,2,13.847,3.469,3.04365,41872,330.7,82.85,72.69
NSC,PE7,ETIUDA,2019,3,12.049,2.551,1.91259,61155,197.02,41.71,31.27
NSC,PE7,ETIUDA,2020,3,13.571,2.986,3.00974,80222,169.17,37.22,37.52
NSC,PE7,FUGA,2016,1,7.077,1.378,1.58558,131860,53.67,10.45,12.02
NSC,PE7,FUGA,2017,2,40.362,13.892,4.98192,227279,177.59,61.12,21.92
NSC,PE7,FUGA,2018,1,1.739,0.407,0.37776,85116,20.43,4.78,4.44
NSC,PE7,HARMONIA,2015,2,28.562,5.22,6.475,157512,181.33,33.14,41.11
NSC,PE7,HARMONIA,2016,3,88.352,23.95,20.47502,860353,102.69,27.84,23.8
NSC,PE7,HARMONIA,2017,1,8.309,2.413,2.41885,186293,44.6,12.95,12.98
NSC,PE7,HARMONIA,2018,4,71.695,16.67,16.72261,1033807,69.35,16.12,16.18
NSC,PE7,HARMONIA,2022,2,24.682,5.701,3.80618,200591,123.05,28.42,18.97
NSC,PE7,HARMONIA,2023,1,14.847,2.765,3.34541,259488,57.22,10.66,12.89
NSC,PE7,MAESTRO,2016,1,27.405,7.412,8.02376,481233,56.95,15.4,16.67
NSC,PE7,MAESTRO,2017,1,50.835,22.572,13.00193,525237,96.78,42.97,24.75
NSC,PE7,MAESTRO,2018,1,63.662,12.721,15.21044,653093,97.48,19.48,23.29
NSC,PE7,MAESTRO,2022,1,42.85,9.317,9.39356,866453,49.45,10.75,10.84
NSC,PE7,OPUS,2012,1,0.474,0.216,0.17033,20465,23.16,10.55,8.32
NSC,PE7,OPUS,2013,5,64.954,14.83,19.47027,288233,225.35,51.45,67.55
NSC,PE7,OPUS,2014,27,188.517,62.079,64.61604,3089906,61.01,20.09,20.91
NSC,PE7,OPUS,2015,32,339.4,98.643,95.11602,4222517,80.38,23.36,22.53
NSC,PE7,OPUS,2016,33,394.355,97.326,106.87709,5013657,78.66,19.41,21.32
NSC,PE7,OPUS,2017,23,309.474,87.792,74.43404,3258029,94.99,26.95,22.85
NSC,PE7,OPUS,2018,28,509.518,122.666,117.49638,5428095,93.87,22.6,21.65
NSC,PE7,OPUS,2019,29,623.135,153.094,126.1432,5684435,109.62,26.93,22.19
NSC,PE7,OPUS,2020,27,579.09,129.49,111.8642,5131478,112.85,25.23,21.8
NSC,PE7,OPUS,2021,22,723.112,162.819,144.67878,4146410,174.39,39.27,34.89
NSC,PE7,OPUS,2022,43,795.47,168.692,138.95832,9622124,82.67,17.53,14.44
NSC,PE7,OPUS,2023,18,180.985,37.697,36.10071,5112314,35.4,7.37,7.06
NSC,PE7,OPUS,2024,10,36.924,5.394,7.74455,2514648,14.68,2.15,3.08
NSC,PE7,OPUS,2025,5,36.355,6.907,7.0934,1645433,22.09,4.2,4.31
NSC,PE7,POLONEZ,2019,3,36.711,6.794,8.17927,531980,69.01,12.77,15.38
NSC,PE7,POLONEZ,2020,1,11.955,2.908,2.3926,211669,56.48,13.74,11.3
NSC,PE7,PRELUDIUM,2012,3,0.932,0.421,0.33423,25735,36.22,16.36,12.99
NSC,PE7,PRELUDIUM,2013,16,41.429,11.998,12.27221,386567,107.17,31.04,31.75
NSC,PE7,PRELUDIUM,2014,15,36.932,10.572,9.79818,495205,74.58,21.35,19.79
NSC,PE7,PRELUDIUM,2015,17,45.036,10.73,13.53716,456445,98.67,23.51,29.66
NSC,PE7,PRELUDIUM,2016,17,107.088,33.873,27.48415,492979,217.23,68.71,55.75
NSC,PE7,PRELUDIUM,2017,19,111.785,27.718,26.20858,510837,218.83,54.26,51.31
NSC,PE7,PRELUDIUM,2018,26,197.046,52.145,41.94057,644159,305.9,80.95,65.11
NSC,PE7,PRELUDIUM,2019,23,115.405,23.193,22.97654,506050,228.05,45.83,45.4
NSC,PE7,PRELUDIUM,2020,6,28.767,5.892,6.2077,170279,168.94,34.6,36.46
NSC,PE7,PRELUDIUM,2021,13,119.366,24.391,21.29052,362510,329.28,67.28,58.73
NSC,PE7,PRELUDIUM,2022,18,91.933,18.72,15.06668,620544,148.15,30.17,24.28
NSC,PE7,PRELUDIUM,2023,7,28.182,5.294,5.85255,286349,98.42,18.49,20.44
NSC,PE7,PRELUDIUM,2024,2,0,0,0,92651,0,0,0
NSC,PE7,PRELUDIUM BIS,2024,1,0,0,0,115758,0,0,0
NSC,PE7,PRELUDIUM BIS,2025,2,0,0,0,251749,0,0,0
NSC,PE7,SONATA,2014,3,48.262,21.333,13.32073,277795,173.73,76.79,47.95
NSC,PE7,SONATA,2015,7,107.679,33.935,26.71208,984305,109.4,34.48,27.14
NSC,PE7,SONATA,2016,14,262.657,77.137,60.16735,1886647,139.22,40.89,31.89
NSC,PE7,SONATA,2017,11,166.857,45.262,41.07739,1655931,100.76,27.33,24.81
NSC,PE7,SONATA,2018,7,79.543,18.013,17.7272,953458,83.43,18.89,18.59
NSC,PE7,SONATA,2019,5,58.108,15.416,13.86033,487502,119.2,31.62,28.43
NSC,PE7,SONATA,2020,6,51.417,16.135,14.33724,667752,77,24.16,21.47
NSC,PE7,SONATA,2021,3,58.992,10.375,11.61158,293649,200.89,35.33,39.54
NSC,PE7,SONATA,2022,8,81.376,25.754,12.70262,1236907,65.79,20.82,10.27
NSC,PE7,SONATA,2023,5,7.338,1.626,1.61856,998216,7.35,1.63,1.62
NSC,PE7,SONATA,2024,3,0,0,0,715623,0,0,0
NSC,PE7,SONATA BIS,2017,1,21.927,6.651,4.48438,92302,237.56,72.06,48.58
NSC,PE7,SONATA BIS,2018,2,31.194,7.507,6.80279,408028,76.45,18.4,16.67
NSC,PE7,SONATA BIS,2019,2,138.231,26.136,24.62702,621984,222.24,42.02,39.59
NSC,PE7,SONATA BIS,2022,6,198.561,45.843,31.16522,2179248,91.11,21.04,14.3
NSC,PE7,SONATA BIS,2023,4,73.904,18.637,10.64752,1617595,45.69,11.52,6.58
NSC,PE7,SONATA BIS,2025,1,0,0,0,390837,0,0,0
NSC,PE7,UNISONO,2019,1,3.952,0.47,0.98201,239283,16.52,1.96,4.1
NSC,PE7,UWERTURA,2022,1,0,0,0,14242,0,0,0
NSC,PE8,DAINA,2024,1,0,0,0,308512,0,0,0
NSC,PE8,ETIUDA,2014,1,12.829,2.546,2.43412,22954,558.9,110.92,106.04
NSC,PE8,ETIUDA,2015,5,38.751,10.256,6.96542,93328,415.21,109.89,74.63
NSC,PE8,ETIUDA,2016,6,57.481,11.124,10.7459,115503,497.66,96.31,93.04
NSC,PE8,ETIUDA,2017,7,36.511,6.545,6.64465,131831,276.95,49.65,50.4
NSC,PE8,ETIUDA,2018,3,36.345,5.981,6.53704,61281,593.09,97.6,106.67
NSC,PE8,ETIUDA,2019,3,40.471,7.092,6.02758,64489,627.57,109.97,93.47
NSC,PE8,ETIUDA,2020,4,16.552,2.124,3.00916,100097,165.36,21.22,30.06
NSC,PE8,ETIUDA,2021,2,5.138,0.858,0.86666,63379,81.07,13.54,13.67
NSC,PE8,FUGA,2017,1,15.957,4.018,4.42014,125116,127.54,32.11,35.33
NSC,PE8,GRIEG,2023,2,0,0,0,2954283,0,0,0
NSC,PE8,HARMONIA,2013,1,5.358,1.2,1.75871,59535,90,20.16,29.54
NSC,PE8,HARMONIA,2014,3,68.232,17.537,12.5674,397674,171.58,44.1,31.6
NSC,PE8,HARMONIA,2015,6,63.736,16.657,18.78167,711901,89.53,23.4,26.38
NSC,PE8,HARMONIA,2016,7,78.978,15.301,14.5222,946237,83.47,16.17,15.35
NSC,PE8,HARMONIA,2017,1,25.065,6.077,6.20473,210375,119.14,28.89,29.49
NSC,PE8,HARMONIA,2018,2,54.851,9.684,10.28029,500628,109.56,19.34,20.53
NSC,PE8,HARMONIA,2020,1,11.956,1.955,2.51526,123651,96.69,15.81,20.34
NSC,PE8,HARMONIA,2022,3,19.858,3.768,3.27113,498933,39.8,7.55,6.56
NSC,PE8,MAESTRO,2016,1,75.292,21.198,24.32265,578116,130.24,36.67,42.07
NSC,PE8,MAESTRO,2017,2,112.848,27.372,22.10133,1099535,102.63,24.89,20.1
NSC,PE8,MAESTRO,2018,1,21.756,4.802,4.65349,548101,39.69,8.76,8.49
NSC,PE8,MAESTRO,2019,1,33.151,7.587,7.78203,487144,68.05,15.57,15.97
NSC,PE8,MAESTRO,2020,1,51.225,14.715,11.32484,518214,98.85,28.4,21.85
NSC,PE8,OPUS,2012,1,0,0,0,40256,0,0,0
NSC,PE8,OPUS,2013,7,102.556,27.239,27.56242,532796,192.49,51.12,51.73
NSC,PE8,OPUS,2014,42,361.916,88.37,107.7532,4089554,88.5,21.61,26.35
NSC,PE8,OPUS,2015,53,403.428,104.658,105.37838,6619565,60.94,15.81,15.92
NSC,PE8,OPUS,2016,80,861.655,204.684,229.6397,11024638,78.16,18.57,20.83
NSC,PE8,OPUS,2017,69,907.861,194.858,220.0076,11110205,81.71,17.54,19.8
NSC,PE8,OPUS,2018,54,1018.199,190.701,213.79263,8544657,119.16,22.32,25.02
NSC,PE8,OPUS,2019,64,1245.125,233.765,238.53525,10937662,113.84,21.37,21.81
NSC,PE8,OPUS,2020,47,1071.515,204.26,199.2981,7702358,139.12,26.52,25.87
NSC,PE8,OPUS,2021,86,1881.352,335.293,348.60413,16079541,117,20.85,21.68
NSC,PE8,OPUS,2022,122,2139.045,371.234,376.16507,27960150,76.5,13.28,13.45
NSC,PE8,OPUS,2023,46,488.541,92.215,87.10642,11928392,40.96,7.73,7.3
NSC,PE8,OPUS,2024,18,47.877,8.393,8.37986,5968504,8.02,1.41,1.4
NSC,PE8,OPUS,2025,10,14.485,2.721,2.91424,3197028,4.53,0.85,0.91
NSC,PE8,POLONEZ,2018,1,29.641,5.1,5.87826,96659,306.66,52.76,60.81
NSC,PE8,POLONEZ,2019,4,83.512,14.777,15.23703,836567,99.83,17.66,18.21
NSC,PE8,POLS,2023,3,8.976,1.519,2.12595,476453,18.84,3.19,4.46
NSC,PE8,PRELUDIUM,2012,2,0.505,0.139,0.15,31953,15.8,4.35,4.69
NSC,PE8,PRELUDIUM,2013,23,35.97,8.216,12.71854,619051,58.11,13.27,20.55
NSC,PE8,PRELUDIUM,2014,44,103.887,20.33,29.67005,1414968,73.42,14.37,20.97
NSC,PE8,PRELUDIUM,2015,55,207.701,47.557,54.0794,1451879,143.06,32.76,37.25
NSC,PE8,PRELUDIUM,2016,45,263.604,51.313,58.22538,1139207,231.39,45.04,51.11
NSC,PE8,PRELUDIUM,2017,39,279.226,53.483,57.95731,1066179,261.89,50.16,54.36
NSC,PE8,PRELUDIUM,2018,49,377.86,67.519,73.92128,1148418,329.03,58.79,64.37
NSC,PE8,PRELUDIUM,2019,51,481.696,83.996,88.09817,1261229,381.93,66.6,69.85
NSC,PE8,PRELUDIUM,2020,48,446.317,84.091,81.5378,1272027,350.87,66.11,64.1
NSC,PE8,PRELUDIUM,2021,49,396.517,64.146,72.05553,1536880,258,41.74,46.88
NSC,PE8,PRELUDIUM,2022,71,291.006,52.17,55.84086,2630431,110.63,19.83,21.23
NSC,PE8,PRELUDIUM,2023,17,56.611,10.126,10.55771,683665,82.81,14.81,15.44
NSC,PE8,PRELUDIUM,2024,7,0,0,0,310802,0,0,0
NSC,PE8,PRELUDIUM BIS,2024,6,4.871,0.747,0.84047,693858,7.02,1.08,1.21
NSC,PE8,PRELUDIUM BIS,2025,5,0,0,0,569860,0,0,0
NSC,PE8,SHENG,2022,2,3.333,1.082,0.81434,557916,5.97,1.94,1.46
NSC,PE8,SHENG,2023,1,35.39,8.797,1.93528,206372,171.49,42.63,9.38
NSC,PE8,SONATA,2014,16,78.27,15.572,21.34584,1601113,48.88,9.73,13.33
NSC,PE8,SONATA,2015,14,162.607,40.701,41.63716,1723084,94.37,23.62,24.16
NSC,PE8,SONATA,2016,25,287.755,59.128,69.52201,2973877,96.76,19.88,23.38
NSC,PE8,SONATA,2017,31,401.094,83.524,81.0799,3004567,133.49,27.8,26.99
NSC,PE8,SONATA,2018,23,295.024,56.933,64.92637,2243326,131.51,25.38,28.94
NSC,PE8,SONATA,2019,23,338.968,64.605,67.91113,1808511,187.43,35.72,37.55
NSC,PE8,SONATA,2020,21,293.285,52.34,53.79096,1937800,151.35,27.01,27.76
NSC,PE8,SONATA,2021,24,410.974,70.472,72.30789,2494623,164.74,28.25,28.99
NSC,PE8,SONATA,2022,26,423.307,74.719,75.25257,3522840,120.16,21.21,21.36
NSC,PE8,SONATA,2023,10,54.401,11.69,11.74931,1697367,32.05,6.89,6.92
NSC,PE8,SONATA,2024,7,0,0,0,1197693,0,0,0
NSC,PE8,SONATA BIS,2016,1,15.657,3.8,4.2984,290698,53.86,13.07,14.79
NSC,PE8,SONATA BIS,2017,1,0,0,0,242274,0,0,0
NSC,PE8,SONATA BIS,2018,2,36.388,10.193,6.79065,338657,107.45,30.1,20.05
NSC,PE8,SONATA BIS,2019,3,132.878,28.259,23.0835,831778,159.75,33.97,27.75
NSC,PE8,SONATA BIS,2022,7,286.541,51.597,43.23,2748513,104.25,18.77,15.73
NSC,PE8,SONATA BIS,2023,4,32.875,6.054,5.85337,1680302,19.56,3.6,3.48
NSC,PE8,SONATA BIS,2024,4,6.182,0.772,0.83413,1974079,3.13,0.39,0.42
NSC,PE8,SONATA BIS,2025,1,0,0,0,370819,0,0,0
NSC,PE8,SONATINA,2020,1,16.22,3.995,2.4196,141683,114.48,28.2,17.08
NSC,PE8,SONATINA,2021,4,93.095,15.041,13.63771,668302,139.3,22.51,20.41
NSC,PE8,SONATINA,2022,2,18.155,2.988,4.21171,309483,58.66,9.65,13.61
NSC,PE8,UNISONO,2020,1,26.356,6.034,4.7647,383451,68.73,15.74,12.43
NSC,PE8,UNISONO,2021,2,12.294,1.332,2.44022,204648,60.07,6.51,11.92
